Food_group_code,Food_group,Code,Food_name,Edible_conversion_factor,Energy_in_kJ,Energy_in_kcal,Water_in_g,Protein_in_g,Fat_in_g,Carbohydrate_available_in_g,Fibre_in_g,Ash_in_g,Ca_in_mg,Fe_in_mg,Mg_in_mg,P_in_mg,K_in_mg,Na_in_mg,Zn_in_mg,Se_in_mg,Vit_A_RAE_in_mcg,Vit_A_RE_in_mcg,Retinol_in_mcg,Beta_carotene_equivalent_in_mcg,Thiamin_in_mcg,Riboflavin_in_mcg,Niacin_in_mcg,Dietary_Folate_Eq_in_mcg,Food_folate_in_mcg,Vit_B12_in_mcg,Vit_C_in_mcg,Cholesterol_in_mg,Dish_group_code,Dish_group_name,Dish_group_description,Dish_group_image,Food_description,Food_image,Food_ingredients,Food_preparation_cooking_serves_makes,Time
6,MILK AND DAIRY PRODUCTS,6015,"Milk, cow, condensed, skimmed, sweetened, raw",1,1210,284,27,9.9,0.2,60.7,0,2.2,358,0.3,30,300,446,125,1.05,0.008,0,0,0,2,100,600,300,0,0,0.4,2000,8,,,,,,,,,
6,MILK AND DAIRY PRODUCTS,6016,"Milk, cow, condensed, whole, sweetened, raw",1,1410,335,25.8,8.3,9.2,54.8,0,1.9,280,0.2,25,255,357,130,0.9,0.008,74,78,70,46,100,500,300,0,0,0.4,1000,31,,,,,,,,,
6,MILK AND DAIRY PRODUCTS,6017,"Milk, cow, powder, skimmed",1,1530,361,4.1,37.2,0.9,51,0,6.8,1290,0.4,115,1000,1602,550,3.83,0.023,5,5,4,7,450,1640,900,54,54,4,2000,26,,,,,,,,,
6,MILK AND DAIRY PRODUCTS,6018,"Milk, cow, powder, whole    ",1,2070,495,3.2,26.1,26.4,38.4,0,6,975,0.5,85,730,1157,440,2.97,0.025,395,408,383,149,340,1320,800,54,54,3.2,3000,90,,,,,,,,,
6,MILK AND DAIRY PRODUCTS,6019,"Milk, cow, skimmed, raw",1,162,38,89.8,3.5,0.1,5.8,0,0.8,130,0.1,12,109,170,44,0.32,0.001,0,0,0,1,30,180,100,6,6,0.4,1000,3,,,,,,,,,
6,MILK AND DAIRY PRODUCTS,6020,"Milk, cow, whole, fermented (Lala - Industrial)",1,269,65,88.3,2.8,4.1,4.1,0,0.7,100,0.1,10,138,126,36,0.34,0.003,34,34,34,0,0,200,0,0,0,0.23,0,11,,,,,,,,,
6,MILK AND DAIRY PRODUCTS,6021,"Milk, cow, whole, fermented (Lala - mursik)",1,243,58,89.1,3.1,3.5,3.6,0,0.8,65,0.1,5,59,64,22,0.22,0,41,41,41,0,0,270,0,0,0,0.1,1000,6,,,,,,,,,
6,MILK AND DAIRY PRODUCTS,6022,"Milk, cow, whole, fresh, raw",1,292,70,86.3,3.3,3.5,6.1,0,0.7,119,0.1,11,122,136,39,0.63,0.003,41,43,40,18,0,270,0,8,8,0.59,0,14,,,,,,,,,
6,MILK AND DAIRY PRODUCTS,6023,"Milk, goat, fluid, whole, raw      ",1,325,78,85.3,3.5,4.5,5.8,0,0.9,180,0.1,12,128,207,57,0.35,0.001,32,32,32,0,50,190,500,1,1,0.35,500,9,,,,,,,,,
6,MILK AND DAIRY PRODUCTS,6024,"Milk, human/breast, mature, fluid",1,303,73,87.2,1.2,4.4,7.1,0,0.2,32,0,3,15,51,14,0.17,0.002,61,61,60,7,20,30,200,5,5,0.05,4000,14,,,,,,,,,
6,MILK AND DAIRY PRODUCTS,6025,"Milk, sheep, fluid, whole, raw    ",1,391,94,82.8,5.1,5.8,5.2,0,1.1,193,0.1,18,142,175,44,0.54,0.002,81,81,81,0,70,360,400,7,7,0.7,4000,12,,,,,,,,,
6,MILK AND DAIRY PRODUCTS,6026,"Yoghurt, cow milk, whole, plain",1,356,85,82,2.9,3.1,11.3,0,0.7,149,0.2,10,93,130,32,0.34,0.002,34,36,32,23,100,200,100,0,0,0.2,0,9,,,,,,,,,
6,MILK AND DAIRY PRODUCTS,6027,"Milk, camel, whole, fresh, boiled",1,257,62,88,2.6,3.3,5.3,0,0.8,66,1.7,18,108,404,140,0.41,0.002,16,16,16,0,650,90,0,8,8,1,0,9,,,,,,,,,
6,MILK AND DAIRY PRODUCTS,6028,"Milk, cow, skimmed, boiled",1,190,45,88,4.1,0.1,6.8,0,0.9,153,0.1,14,128,200,52,0.38,0.001,0,0,0,1,30,200,100,6,6,0,1000,0,,,,,,,,,
6,MILK AND DAIRY PRODUCTS,6029,"Milk, cow, whole, fresh, boiled",1,344,82,83.8,3.9,4.2,7.2,0,0.9,140,0.1,13,143,160,45,0.74,0.003,47,47,47,0,0,300,0,8,8,1,0,0,,,,,,,,,
6,MILK AND DAIRY PRODUCTS,6030,"Milk, goat, fluid, whole, boiled",1,382,92,82.7,4.1,5.3,6.8,0,1.1,211,0.1,14,150,243,68,0.41,0.001,38,38,38,0,50,210,500,1,1,0,0,0,,,,,,,,,
6,MILK AND DAIRY PRODUCTS,6031,"Milk, sheep, fluid, whole, boiled",1,459,110,79.8,6,6.8,6.2,0,1.2,227,0.1,21,166,206,52,0.64,0.002,95,95,95,0,70,400,400,7,7,1,3000,0,,,,,,,,,
7,"MEAT, POULTRY AND EGGS",7001,"Beef, high fat, w/o bones, raw     ",0.85,1180,284,58.2,18.6,24.1,0,0,0.9,16,2.2,12,188,134,83,3,0.001,29,31,29,13,0,180,3400,0,0,1.63,500,79,,,,,,,,,
7,"MEAT, POULTRY AND EGGS",7002,"Beef, lean, raw",0.9,439,104,75.6,20.6,2.3,0.4,0,1.2,5,2.3,24,279,241,107,4.22,0.015,6,7,6,10,0,230,5200,2,2,2.42,500,62,,,,,,,,,
7,"MEAT, POULTRY AND EGGS",7003,"Beef, liver, raw",0.99,506,120,73.9,20,4.2,0.7,0,1.3,6,10.1,17,369,159,75,4.12,0.017,19534,19601,19466,811,230,2630,9400,268,268,112.84,14000,262,,,,,,,,,
7,"MEAT, POULTRY AND EGGS",7004,"Beef, medium fat, w/o bones, raw",0.9,632,151,70.3,19.7,7.2,1.8,0,1,4,12.4,24,280,231,121,3.85,0.02,10,10,9,5,0,210,4400,2,2,1.9,600,63,,,,,,,,,
7,"MEAT, POULTRY AND EGGS",7005,"Camel blood, raw",1,348,42,78.4,15.8,0.9,2.7,0,2.2,8,20.6,6,33,114,313,0.65,0.012,74,74,74,0,40,50,200,0,0,0,0,0,,,,,,,,,
7,"MEAT, POULTRY AND EGGS",7006,Camel Meat,1,826,197,60.5,18.6,8.9,10.8,0,1.4,4,3.8,13,134,325,49,1.93,0.009,1,2,0,10,40,200,6000,8,8,1.7,0,45,,,,,,,,,
7,"MEAT, POULTRY AND EGGS",7007,"Cow's blood, raw",1,403,95,75,13.8,0.9,8,0,2.4,14,18.8,5,20,199,469,1.13,0.021,74,74,74,0,80,90,350,0,0,0,0,0,,,,,,,,,
7,"MEAT, POULTRY AND EGGS",7008,"Duck, meat and skin, fresh, raw",1,1050,253,62.2,17.8,21.2,0,0,1.1,5,1.9,15,167,212,82,1.55,0.02,39,39,39,0,350,450,3510,0,0,0.6,0,99,,,,,,,,,
7,"MEAT, POULTRY AND EGGS",7009,"Chicken, unespecified part, w/o bone, meat&skin, raw",0.65,864,207,63.6,18.7,13,3.8,0,0.9,13,2.5,20,243,152,68,0.89,0.016,75,75,75,0,140,120,6400,11,11,0.63,1200,99,,,,,,,,,
7,"MEAT, POULTRY AND EGGS",7010,"Egg, chicken, white (albumen), raw     ",0.56,206,48,87.2,11.2,0,0.9,0,0.7,5,0.1,11,10,119,143,0,0.011,0,0,0,0,0,410,0,7,7,0,0,0,,,,,,,,,
7,"MEAT, POULTRY AND EGGS",7011,"Egg, chicken, whole, raw   ",0.87,558,134,75.9,12.7,8.1,2.4,0,0.9,54,1.7,14,180,126,155,1.13,0.023,186,186,186,0,120,510,0,83,83,1.7,0,418,,,,,,,,,
7,"MEAT, POULTRY AND EGGS",7012,"Egg, chicken, yolk, raw   ",0.31,1370,331,51,16.1,28.2,3.2,0,1.5,130,6,8,398,104,50,2.5,0.056,449,449,449,0,190,400,0,120,120,4,0,1050,,,,,,,,,
7,"MEAT, POULTRY AND EGGS",7013,"Goat blood, raw",1,290,69,86.4,3.8,3.9,4.9,0,1.1,8,27.2,6,23,169,216,0.65,0.012,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,,,,
7,"MEAT, POULTRY AND EGGS",7014,"Goat, lean, raw",0.71,500,119,74.6,19.5,4.3,0.6,0,1,10,7.2,29,276,243,156,3.66,0.022,7,7,7,0,170,230,4400,2,2,3.09,400,93,,,,,,,,,
7,"MEAT, POULTRY AND EGGS",7015,"Goat liver, raw",0.99,485,115,74.8,20.2,3.9,0,0,1.3,12,6.6,18,308,225,64,3.48,0.048,15700,15700,15700,0,200,370,12900,178,178,64,14000,415,,,,,,,,,
7,"MEAT, POULTRY AND EGGS",7016,"Goat, medium fat, raw",0.74,695,166,68.2,18.6,8.6,3.5,0,1,10,1.9,22,237,198,121,3.26,0.026,18,18,18,0,160,180,3700,1,1,2.34,800,93,,,,,,,,,
7,"MEAT, POULTRY AND EGGS",7017,"Guinea fowl, meat, with skin",1,471,112,75.2,20.5,3.2,0.1,0,0.9,31,2.2,21,187,240,58,1.48,0.024,2,2,2,0,20,180,3600,4,4,0.27,1000,87,,,,,,,,,
7,"MEAT, POULTRY AND EGGS",7018,"Lamb liver, raw",1,675,161,67.6,20.4,7.5,3.1,0,1.5,10,8.3,18,413,326,67,4.22,0.057,31400,31400,31400,46,300,2250,10900,759,759,90,20000,389,,,,,,,,,
7,"MEAT, POULTRY AND EGGS",7019,"Lamb, raw (unspecified part)",1,1120,269,60,17,22.7,0,0,1,12,1.7,22,150,230,60,3.33,0.02,0,0,0,0,120,230,6100,18,18,2.39,0,72,,,,,,,,,
7,"MEAT, POULTRY AND EGGS",7020,"Pork, meat, raw (unspecified part)",1,1190,286,57.2,18.9,23.5,0,0,0.7,25,1.1,13,178,253,58,1.59,0.028,0,0,0,0,630,170,3800,4,4,0.6,0,74,,,,,,,,,
7,"MEAT, POULTRY AND EGGS",7021,"Rabbit meat, raw",1,636,151,67,24.4,4.8,2.5,0,1.3,12,1,18,290,370,53,1.6,0.025,10,10,10,0,460,60,7500,11,11,5.3,0,67,,,,,,,,,
7,"MEAT, POULTRY AND EGGS",7022,"Sausage, beef, raw",1,989,238,57.5,12,16.3,9.7,2.2,2.3,42,1,26,492,279,679,3.42,0.079,129,134,125,54,30,100,2600,9,9,1.42,0,34,,,,,,,,,
7,"MEAT, POULTRY AND EGGS",7023,"Sausage, frankfurters",1,1130,274,60,10,25,1.6,1.5,1.9,78,1.5,11,150,75,1000,2.3,0.007,9,11,7,24,40,80,900,3,3,1.1,0,48,,,,,,,,,
7,"MEAT, POULTRY AND EGGS",7024,"Sausage, liver, raw",1,1330,322,52,13,28.5,3.4,0,3.1,30,6.4,12,230,170,900,2.3,0.058,8310,8310,8310,0,200,1600,4300,30,30,13.46,0,158,,,,,,,,,
7,"MEAT, POULTRY AND EGGS",7025,"Sausage, pork, raw",1,1420,343,51,11.5,32,1.7,1.3,2.5,25,1.1,15,160,160,720,1.7,0.026,26,27,25,13,40,120,2700,21,21,0.6,0,65,,,,,,,,,
7,"MEAT, POULTRY AND EGGS",7026,"Quail, flesh & skin, raw",0.54,729,175,69.7,19.1,11.5,0,0,1,10,2.6,24,243,358,49,1.58,0.016,47,47,47,0,170,390,7100,8,8,0.82,6000,88,,,,,,,,,
7,"MEAT, POULTRY AND EGGS",7027,"Egg, chicken, whole, boiled (without salt)",0.87,558,134,75.9,12.7,8.1,2,0,0.9,51,1.6,13,171,120,147,1.07,0.021,177,177,177,0,90,410,0,66,66,1,0,0,,,,,,,,,
7,"MEAT, POULTRY AND EGGS",7028,"Egg, chicken, whole, poached (without salt)",1,634,152,72.6,14.4,9.2,3,0,1,58,1.9,15,194,136,167,1.21,0.024,201,201,201,0,100,460,0,75,75,2,0,0,,,,,,,,,
7,"MEAT, POULTRY AND EGGS",7029,"Egg, chicken, yolk, boiled (without salt)",0.31,1370,331,51,16.1,28.2,3,0,1.5,124,5.7,8,378,99,48,2.38,0.053,427,427,427,0,150,320,0,96,96,3,0,0,,,,,,,,,
7,"MEAT, POULTRY AND EGGS",7030,"Egg, chicken, white (albumin), boiled (without salt)",0.56,206,48,87.2,11.2,0,1,0,0.7,5,0.1,10,10,113,135,0,0.01,0,0,0,0,0,330,0,6,6,0,0,0,,,,,,,,,
7,"MEAT, POULTRY AND EGGS",7031,"Beef, high fat, w/o bones, boiled (without salt)",0.77,1670,402,39.7,31.1,30.8,0,0,1.4,21,3.7,12,203,112,62,5,0.001,37,38,35,16,0,230,2800,0,0,2,1000,0,,,,,,,,,
7,"MEAT, POULTRY AND EGGS",7032,"Beef, high fat, w/o bones, grilled (without salt and fat)",0.8,1480,356,47.4,25.9,28,0,0,1.2,20,3,14,235,158,98,4.17,0.001,31,32,30,14,0,220,3800,0,0,2,1000,0,,,,,,,,,
7,"MEAT, POULTRY AND EGGS",7033,"Beef, high fat, w/o bones, stewed (without salt)",0.78,1890,455,34.7,29.1,37.6,0,0,1.4,21,3.5,12,235,105,58,4.69,0.001,34,36,33,15,0,230,3200,0,0,2,1000,0,,,,,,,,,
7,"MEAT, POULTRY AND EGGS",7034,"Beef, lean, boiled (without salt)",0.82,884,209,50.3,41.9,4.6,0,0,2.4,7,4.7,30,370,246,99,8.62,0.03,10,11,8,15,0,380,5300,2,2,3,1000,0,,,,,,,,,
7,"MEAT, POULTRY AND EGGS",7035,"Beef, lean, grilled (without salt and fat)",0.87,602,142,66.2,28.5,3.1,0,0,1.6,6,3.1,29,349,285,127,5.87,0.02,7,7,6,10,0,290,5800,2,2,3,1000,0,,,,,,,,,
7,"MEAT, POULTRY AND EGGS",7036,"Beef, lean, stewed (without salt)",0.83,817,194,54,38.8,4.3,0,0,2.2,7,4.4,30,421,228,91,7.97,0.028,9,10,8,14,0,370,5900,2,2,3,1000,0,,,,,,,,,
7,"MEAT, POULTRY AND EGGS",7037,"Beef, liver, boiled (without salt)",0.99,749,178,60.4,30.2,6.4,0,0,2,7,14.6,20,391,145,68,6.25,0.025,23677,23759,23595,983,240,3500,7100,264,264,111,15000,0,,,,,,,,,
7,"MEAT, POULTRY AND EGGS",7038,"Beef, medium fat, without bones, boiled (without salt)",0.84,829,197,55.2,32.8,7.4,0,0,1.7,5,20.7,24,303,192,91,6.41,0.034,12,13,11,6,0,270,3700,2,2,2,1000,0,,,,,,,,,
7,"MEAT, POULTRY AND EGGS",7039,"Beef, medium fat, without bones, grilled (without salt and fat)",0.87,734,175,61.5,27.3,7.3,0,0,1.4,5,16.3,28,350,272,143,5.34,0.028,10,10,10,5,0,260,4900,3,3,2,1000,0,,,,,,,,,
7,"MEAT, POULTRY AND EGGS",7040,"Beef, medium fat, without bones, stewed (without salt)",0.85,939,224,53.6,30.7,11.3,0,0,1.6,5,19.4,24,350,180,85,6.01,0.032,11,12,11,6,0,270,4200,2,2,2,1000,0,,,,,,,,,
7,"MEAT, POULTRY AND EGGS",7041,"Chicken, unspecified part, w/o bone, meat&skin, boiled (without salt)",0.79,942,226,55.7,23.7,14.6,0,0,1.2,14,2.5,18,215,77,34,1.13,0.021,52,52,52,0,100,140,4900,7,7,0,2000,0,,,,,,,,,
7,"MEAT, POULTRY AND EGGS",7042,"Chicken, unspecified part, w/o bone, meat&skin, grilled (without salt and fat)",0.78,951,228,55.2,24,14.7,0,0,1.2,15,2.9,19,249,156,70,1.14,0.021,72,72,72,0,110,130,6600,9,9,1,1000,0,,,,,,,,,
7,"MEAT, POULTRY AND EGGS",7043,"Goat, lean, boiled (without salt)",0.62,731,174,62,29.1,6.4,0,0,1.6,12,9.9,34,317,217,137,5.46,0.033,8,8,8,0,0,280,3800,2,2,3,0,0,,,,,,,,,
7,"MEAT, POULTRY AND EGGS",7044,"Goat, lean, grilled (without salt and fat)",0.63,710,169,63.1,28.3,6.2,0,0,1.5,14,9.6,35,332,281,189,5.03,0.032,9,9,9,0,170,300,5200,2,2,3,1000,0,,,,,,,,,
7,"MEAT, POULTRY AND EGGS",7045,"Goat, liver, boiled (without salt)",0.99,740,176,61.9,30.5,6,0,0,2,14,9.4,22,326,205,58,5.27,0.073,19000,19000,19000,0,210,490,9800,175,175,0,0,0,,,,,,,,,
7,"MEAT, POULTRY AND EGGS",7046,"Goat, medium fat, boiled (without salt)",0.66,820,196,56,27.8,9.4,0,0,1.5,12,2.7,25,273,177,106,4.86,0.038,20,20,20,0,130,220,3300,1,1,2,1000,0,,,,,,,,,
7,"MEAT, POULTRY AND EGGS",7047,"Goat, medium fat, grilled (without salt and fat)",0.66,804,192,57.1,26.9,9.3,0,0,1.5,14,2.6,26,286,229,147,4.48,0.037,21,21,21,0,160,230,4400,1,1,3,1000,0,,,,,,,,,
7,"MEAT, POULTRY AND EGGS",7048,"Lamb, liver, boiled (without salt)",1,811,193,54.5,30.8,7.8,0,0,2.3,12,12,22,438,296,61,6.39,0.086,38100,38100,38100,56,320,3000,8300,748,748,89,21000,0,,,,,,,,,
7,"MEAT, POULTRY AND EGGS",7049,"Lamb, unspecified part, boiled (without salt)",1,1430,344,47.2,25.4,26.9,0,0,1.5,14,2.5,21,179,189,54,4.97,0.03,0,0,0,0,70,180,4600,16,16,2,0,0,,,,,,,,,
7,"MEAT, POULTRY AND EGGS",7050,"Lamb, unspecified part, grilled (without salt and fat)",1,1400,338,48.3,24.6,26.6,0,0,1.4,17,2.3,27,185,283,74,4.83,0.029,0,0,0,0,100,290,7100,18,18,3,0,0,,,,,,,,,
7,"MEAT, POULTRY AND EGGS",7051,"Pork, meat, unspecified part, boiled (without salt)",1,1550,374,41.8,29.1,28.6,0,0,1.1,30,1.8,12,164,195,40,2.45,0.044,0,0,0,0,290,180,2900,4,4,1,0,0,,,,,,,,,
7,"MEAT, POULTRY AND EGGS",7052,"Pork, meat, unspecified part, grilled (without salt and fat)",1,1480,356,44.9,27,27.6,0,0,1,26,1.3,18,228,307,75,2.27,0.041,0,0,0,0,630,210,4300,5,5,1,0,0,,,,,,,,,
7,"MEAT, POULTRY AND EGGS",7053,"Rabbit meat, stewed (without salt)",1,872,207,51.4,35.8,7.1,0,0,2,15,1.5,17,341,299,47,2.35,0.037,12,12,12,0,270,50,5500,10,10,5,0,0,,,,,,,,,
7,"MEAT, POULTRY AND EGGS",7054,"Rabbit meat, roasted (without salt and fat)",1,674,160,62.4,27.7,5.5,0,0,1.5,13,1.1,17,280,336,51,1.82,0.028,9,9,9,0,310,50,6000,10,10,4,0,0,,,,,,,,,
7,"MEAT, POULTRY AND EGGS",7055,"Sausage, beef, grilled (without salt and fat)",1,927,223,48.1,16.1,17,0,3,3,57,1.6,35,623,316,815,4.55,0.106,155,161,150,65,30,130,2900,10,10,2,0,0,,,,,,,,,
7,"MEAT, POULTRY AND EGGS",7056,"Sausage, frankfurters, boiled (without salt)",1,1130,272,59.2,10.3,25.3,0,2,2,68,1.5,11,155,66,876,2.37,0.007,8,10,6,23,30,70,700,2,2,1,0,0,,,,,,,,,
7,"MEAT, POULTRY AND EGGS",7057,"Sausage, liver, grilled (without salt and fat)",1,1530,369,40.7,17.3,33.3,0,0,4.1,40,8.5,16,291,193,1080,3.07,0.077,9970,9970,9970,0,200,2030,4900,34,34,18,0,0,,,,,,,,,
7,"MEAT, POULTRY AND EGGS",7058,"Sausage, pork, boiled (without salt)",1,1470,355,48,12.5,33.6,0,1,2.7,23,1.1,16,174,148,665,1.85,0.028,26,27,24,13,30,120,2200,15,15,0,0,0,,,,,,,,,
7,"MEAT, POULTRY AND EGGS",7059,"Sausage, pork, grilled (without salt and fat)",1,1730,419,37.4,16,39,0,2,3.5,34,1.5,21,211,189,900,2.36,0.036,33,34,31,16,40,160,3200,25,25,1,0,0,,,,,,,,,
8,FISH AND SEA FOOD,8001,"Cod, fillet, raw",0.32,311,73,81.6,17,0.6,0,0,1.2,15,0.2,26,209,367,79,0.37,0.027,2,2,2,0,60,70,1800,9,9,1.55,500,49,,,,,,,,,
8,FISH AND SEA FOOD,8002,"Dagaa fish (omena), dried, raw",1,1400,333,11.2,59.5,10.6,0,0,10,2790,6.9,98,2730,800,300,16,0.022,141,141,141,0,340,520,18200,46,46,60,0,977,,,,,,,,,
8,FISH AND SEA FOOD,8003,"Eel, raw",0.67,733,176,69.6,17.7,11.7,0,0,1.41,20,0.6,20,216,272,70.5,1.62,0.0065,1043,1043,1043,0,200,350,3500,15,15,3,1800,126,,,,,,,,,
8,FISH AND SEA FOOD,8004,"Herring stock, raw",0.5,480,114,70.8,18.9,4.3,0,0,2.6,67,1.1,32,250,357,95,0.81,0.036,31,31,31,0,50,230,3200,8,8,12.22,0,62,,,,,,,,,
8,FISH AND SEA FOOD,8005,"Lungfish, fillet, raw",0.91,308,73,80.5,15.9,1,0,0,1.1,180,2.6,20,253,168,91,1.12,0.024,9,9,9,0,0,280,2200,2,2,1.64,200,61,,,,,,,,,
8,FISH AND SEA FOOD,8006,"Mudfish (kamongo), fillet, raw",0.4,431,102,78.3,17.8,3.5,0,0,1.2,23,0.5,24,180,301,41,1.07,0.038,9,9,9,0,70,30,3000,14,14,3.5,0,37,,,,,,,,,
8,FISH AND SEA FOOD,8007,"Mackerel, raw",0.62,534,127,76.8,18.7,5.9,0,0,1.3,23,0.9,33,215,395,66,0.52,0.048,25,25,25,0,100,150,2900,1,1,3.9,1800,60,,,,,,,,,
8,FISH AND SEA FOOD,8008,"Nile perch, dry, raw",0,1634,388,12.2,71.8,10.7,1.2,0,4.2,516,4,112,1092,859,376,2,0.084,186,186,186,0,0,0,8000,28,28,5,0,0,,,,,,,,,
8,FISH AND SEA FOOD,8009,"Nile perch, fillet w/o bones, raw",0.69,356,84,77.37,19,0.9,0,0,1.2,133,1,29,282,222,97,0.56,0.022,15,15,15,0,0,0,2000,7,7,1.3,0,75,,,,,,,,,
8,FISH AND SEA FOOD,8010,"Nile tilapia, fillet, w/o skin and bones, raw",0.58,391,92,77.6,19.7,1.5,0,0,1.1,109,2.7,17,167,151,64,0.5,0.017,10,10,10,0,40,150,3230,5,5,1.51,0,63,,,,,,,,,
8,FISH AND SEA FOOD,8011,"Prawns, flesh, raw",0.51,419,99,75.1,18.4,1.1,3.9,0,1.6,59,1.5,43,246,252,191,1.43,0.042,16,20,11,56,40,80,2700,14,14,2.14,300,195,,,,,,,,,
8,FISH AND SEA FOOD,8012,"Sardine, flesh, raw",0.6,605,145,71.2,19.5,7.4,0,0,2.1,42,1.3,36,256,364,38,1.2,0.05,13,13,13,0,10,50,910,23,23,0.5,0,49,,,,,,,,,
8,FISH AND SEA FOOD,8013,"Shark, raw",0.67,398,94,74.4,21.6,0.8,0,0,1.1,8,0.38,32.58,263,372,63.63,0.46,0.0289,1,1,1.1,0,30,40,2680,3,3,1.49,0,24,,,,,,,,,
8,FISH AND SEA FOOD,8014,"Tuna, raw",0.58,500,118,68.9,25,2,0,0,1.5,5,0.8,41,266,379,50,0.46,0.073,18,18,18,0,160,150,16300,3,3,4.6,0,37,,,,,,,,,
8,FISH AND SEA FOOD,8015,"Cod, fillet, steamed (without salt)",0.28,380,90,77.5,20.7,0.7,0,0,1.5,18,0.2,27,217,336,82,0.45,0.029,2,0,2,0,60,60,1600,8,8,2,0,0,,,,,,,,,
8,FISH AND SEA FOOD,8016,"Cod, fillet, grilled (without salt and fat)",0.26,415,98,75.5,22.7,0.8,0,0,1.6,20,0.2,31,251,416,90,0.49,0.035,2,0,2,0,70,80,2200,10,10,2,1000,0,,,,,,,,,
8,FISH AND SEA FOOD,8017,"Cod, fillet, boiled in recipe (without salt and fat)",0.28,380,90,77.5,20.7,0.7,0,0,1.5,18,0.3,31,255,448,97,0.45,0.032,2,0,2,0,60,80,2100,10,10,2,1000,0,,,,,,,,,
8,FISH AND SEA FOOD,8018,"Dagaa fish (omena), dried, stewed (without salt)",1,638,152,59.6,27,4.8,0,0,4.5,1270,3.1,44,1240,364,136,7.39,0.01,58,0,58,0,130,240,7900,18,18,24,0,0,,,,,,,,,
8,FISH AND SEA FOOD,8019,"Eel, steamed (without salt)",0.63,830,199,64.8,21.3,12.6,0,0,1.7,24,0.6,20,221,246,72,1.95,0.007,880,0,880,0,180,300,3000,13,13,3,2000,0,,,,,,,,,
8,FISH AND SEA FOOD,8020,"Eel, grilled (without salt and fat)",0.61,874,210,62.6,23,13.1,0,0,1.8,26,0.7,23,252,300,78,2.1,0.008,1084,0,1084,0,230,410,4100,16,16,4,2000,0,,,,,,,,,
8,FISH AND SEA FOOD,8021,"Eel, boiled in recipe (without salt and fat)",0.63,883,212,63.4,21.3,14,0,0,1.7,24,0.7,24,260,328,85,1.95,0.008,1131,0,1131,0,200,420,4000,15,15,3,2000,0,,,,,,,,,
8,FISH AND SEA FOOD,8022,"Herring stock, steamed (without salt)",0.45,578,137,64.9,22.7,5.2,0,0,3.1,80,1.1,33,256,322,97,0.97,0.039,34,0,34,0,50,190,2700,7,7,12,0,0,,,,,,,,,
8,FISH AND SEA FOOD,8023,"Herring stock, grilled (without salt)",0.44,623,148,62.1,24.5,5.6,0,0,3.4,87,1.3,37,292,394,105,1.05,0.047,36,0,36,0,60,270,3700,8,8,14,0,0,,,,,,,,,
8,FISH AND SEA FOOD,8024,"Herring stock, boiled in recipe (without salt and fat)",0.45,578,137,64.9,22.7,5.2,0,0,3.1,80,1.4,39,301,430,114,0.97,0.043,34,0,34,0,60,280,3600,8,8,13,0,0,,,,,,,,,
8,FISH AND SEA FOOD,8025,"Lungfish, fillet, steamed (without salt)",0.89,371,88,76.5,19.1,1.2,0,0,1.3,217,2.5,21,259,152,93,1.34,0.026,10,0,10,0,0,240,1800,2,2,2,0,0,,,,,,,,,
8,FISH AND SEA FOOD,8026,"Lungfish, fillet, grilled (without salt and fat)",0.89,400,94,74.7,20.6,1.3,0,0,1.4,234,2.9,24,296,185,100,1.45,0.031,11,0,11,0,0,330,2500,2,2,2,0,0,,,,,,,,,
8,FISH AND SEA FOOD,8027,"Lungfish, fillet, boiled in recipe (without salt and fat)",0.89,371,88,76.5,19.1,1.2,0,0,1.3,217,3.2,24,305,202,109,1.34,0.028,10,10,10,0,0,340,2500,2,2,2,0,0,,,,,,,,,
8,FISH AND SEA FOOD,8028,"Mudfish (kamongo), fillet, steamed (without salt)",0.36,520,123,73.8,21.5,4.2,0,0,1.4,28,0.5,24,184,272,42,1.29,0.041,10,10,10,0,60,30,2600,11,11,3,0,0,,,,,,,,,
8,FISH AND SEA FOOD,8029,"Mudfish (kamongo), fillet, grilled (without salt and fat)",0.34,560,133,71.8,23.2,4.5,0,0,1.5,30,0.6,28,210,333,45,1.39,0.049,11,11,11,0,80,40,3500,14,14,4,0,0,,,,,,,,,
8,FISH AND SEA FOOD,8030,"Mudfish (kamongo), fillet, boiled in recipe (without salt and fat)",0.36,520,123,73.8,21.5,4.2,0,0,1.4,28,0.7,29,217,363,49,1.29,0.046,10,10,10,0,70,40,3500,14,14,4,0,0,,,,,,,,,
8,FISH AND SEA FOOD,8031,"Prawns, fresh, steamed (without salt)",0.46,505,119,69.9,22.2,1.3,5,0,1.9,71,1.4,44,252,228,196,1.72,0.045,16,0,11,56,30,70,2200,11,11,2,0,0,,,,,,,,,
8,FISH AND SEA FOOD,8032,"Prawns, fresh, grilled (without salt and fat)",0.47,487,115,71,21.4,1.3,4,0,1.9,69,1.7,50,286,293,223,1.66,0.048,16,0,11,58,40,100,2900,13,13,2,0,0,,,,,,,,,
8,FISH AND SEA FOOD,8033,"Prawns, fresh, boiled in recipe (without salt and fat)",0.46,505,119,69.9,22.2,1.3,5,0,1.9,71,1.5,47,267,258,196,1.72,0.05,16,0,11,59,40,90,2900,13,13,2,0,0,,,,,,,,,
